"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000102628",26.6045224361885,-0.776195768619692,0.394092703664719,-1.9695766031742,0.0488869152862277,0.819725247331734
"ENSMUSG00000086053",5.78660532192778,-0.147918125098441,0.69935431974653,-0.211506701141206,0.832491903736218,0.985954568258644
"ENSMUSG00000100764",8.39318705146377,0.184592083468871,0.626961295427448,0.294423411485106,0.768434379513651,0.983308929477417
"ENSMUSG00000100635",2.66399714085801,0.698282503437091,1.28246262071274,0.544485657639683,0.586107315346408,NA
"ENSMUSG00000100480",14.3753958470306,0.066532290487881,0.522729428529365,0.127278639496271,0.898719866009404,0.990569312071834
"ENSMUSG00000100954",51.427820017232,0.0887115171181024,0.326590958339244,0.27162882147507,0.785907436054556,0.984437819228012
"ENSMUSG00000051285",1835.43626728428,0.0482117743902735,0.1096880335147,0.439535406419812,0.660273632787438,0.970158762571797
"ENSMUSG00000103509",24.8309152140959,0.46091175961424,0.490585004407462,0.939514570305586,0.347466615049548,0.923258170237891
"ENSMUSG00000048538",1.00545302727627,-0.0402623692433297,2.08902998108499,-0.0192732366734241,0.984623134003224,NA
"ENSMUSG00000097797",99.8038031767312,-0.266900672201162,0.258799306016789,-1.03130366270707,0.302398441276097,0.913806004009088
"ENSMUSG00000026312",296.900983802816,0.0553380085331354,0.181103804526209,0.305559613603407,0.759939974231201,0.982685187386401
"ENSMUSG00000039748",8.78151979801127,-0.33796446076175,0.589676529514324,-0.573135344288008,0.566553057705584,0.962520435435965
"ENSMUSG00000103540",2.95984123162961,0.28824469034767,1.26537262654162,0.227794314735154,0.81980614669876,NA
"ENSMUSG00000057363",1582.13523831533,0.0973441908332198,0.0909242879440132,1.07060712857229,0.284346116840381,0.911877227645753
"ENSMUSG00000047216",145.784331145723,0.0696914112940317,0.212414663887835,0.328091338038846,0.742842603085401,0.98005713874171
"ENSMUSG00000102788",0.99382935832203,-3.75258136873536,2.11348287650167,-1.77554377679501,0.0758081439751828,NA
"ENSMUSG00000102160",4.16604047245389,-1.24680879916726,1.01998369947338,-1.22238110257153,0.221563542140639,NA
"ENSMUSG00000101253",1.07720854966318,-2.6120401370688,1.79772969788006,-1.45296600492778,0.146233192951766,NA
"ENSMUSG00000101846",1.76341936341826,-2.3887241876018,1.62452772368689,-1.47041146345016,0.141450348516122,NA
"ENSMUSG00000090243",5.89397217819713,0.031653027584901,0.941688871879014,0.0336130419824773,0.973185722147664,0.997349455178995
"ENSMUSG00000100701",1.76394422083546,-1.53179046980408,1.44263824370949,-1.06179804707337,0.288327376586546,NA
"ENSMUSG00000100555",5.50684252654069,0.647366946035,0.787671704402677,0.821874065573962,0.411148574609962,NA
"ENSMUSG00000102728",5.18412300751452,-0.359726764549208,0.897147698482307,-0.400967159763942,0.688444302540345,NA
"ENSMUSG00000038702",320.325409507574,-0.166596706450248,0.183004927359134,-0.910340004798415,0.362643227124691,0.928453977570279
"ENSMUSG00000101054",2.34275149400733,0.188844870142845,1.40302777651535,0.134598097987676,0.892929645509135,NA
"ENSMUSG00000100515",4.19637893275693,-0.859869233531733,1.06167307842698,-0.809919033461554,0.417986711798813,NA
"ENSMUSG00000033021",1686.30219963055,-0.10426928096145,0.115777694506291,-0.900599043762998,0.367801543215425,0.928616594005159
"ENSMUSG00000055214",90.2241346426161,-0.210458029670475,0.28639476616334,-0.734852918193496,0.462429074753304,0.945813615559461
"ENSMUSG00000104157",4.10593787674574,-0.72120927215442,1.09212033123302,-0.660375282401493,0.509013030093241,NA
"ENSMUSG00000033007",276.946152888093,0.0808397435880453,0.174439637700001,0.463425312354022,0.64305953854726,0.969388989844091
"ENSMUSG00000102605",6.88736181060094,0.950419030351818,0.751690668633689,1.26437518784069,0.206095394252387,0.896517804126133
"ENSMUSG00000070695",506.652445009089,0.109693145262265,0.132915605552003,0.825284170408025,0.409210276658014,0.938094360780672
"ENSMUSG00000025909",425.240064265067,-0.0359713005671676,0.136319622881929,-0.263874707152935,0.791876465849734,0.984437819228012
"ENSMUSG00000086235",2.52589148164408,-2.25543921949179,1.54438354703395,-1.46041391325584,0.144176351246203,NA
"ENSMUSG00000102253",3.02719346621929,-0.344495086505419,1.33859615909714,-0.257355502004259,0.796904350450898,NA
"ENSMUSG00000103884",1.10498831503065,1.59450535647259,2.11905971007369,0.752458908492548,0.451775132186116,NA
"ENSMUSG00000102316",3.82472717294122,-1.36388871659234,1.08731086465822,-1.25436870073128,0.209708023529414,NA
"ENSMUSG00000102871",1.1411258886791,-1.57969995244466,1.97110230025376,-0.801429713841486,0.422882918945261,NA
"ENSMUSG00000103411",1.92337631643887,0.578163669438434,1.36449134923644,0.423721022314996,0.671769281865046,NA
"ENSMUSG00000061024",666.107470678998,-0.0557483213039947,0.110004343027064,-0.506782912109924,0.612307147389294,0.967256741582959
"ENSMUSG00000102030",1.16103857751821,-0.582515724789208,1.81051946548683,-0.321739553699069,0.747650010270948,NA
"ENSMUSG00000023150",3660.14012782789,0.158188587803953,0.105218992421745,1.50342237806168,0.132730159512412,0.869313844160367
"ENSMUSG00000026374",2111.67520454587,0.0126527492968045,0.1007924585064,0.125532698421094,0.900101840178456,0.990569312071834
"ENSMUSG00000026377",790.715206407997,0.227860011293277,0.152763184777429,1.49158982005555,0.135806708537821,0.872990260700458
"ENSMUSG00000025911",254.661380089533,-0.073930306509758,0.164323804107698,-0.449906250109108,0.652778040728459,0.96960797780246
"ENSMUSG00000052748",221.625901799641,0.29678210962026,0.170686171771561,1.7387589547527,0.0820771711512449,0.858611557010859
"ENSMUSG00000079671",29.3153864507142,0.0340028706844508,0.40468185493088,0.0840237096626398,0.933037580838445,0.99390633861124
"ENSMUSG00000081441",1.66824571125481,-0.0519817495202257,1.81508190967846,-0.0286387899317636,0.97715267487034,NA
"ENSMUSG00000067879",12590.8403078786,0.157753303192221,0.0866021808587812,1.82158580335827,0.0685178566385222,0.855725458822768
"ENSMUSG00000099827",1.10253651061882,1.59127272198075,2.10668313883529,0.755345069529776,0.450041962966792,NA
"ENSMUSG00000057335",1328.23346337507,-0.0330571968366836,0.126219906552893,-0.261901610763994,0.793397297744205,0.984437819228012
"ENSMUSG00000103634",1.19006748390828,-1.53631628966135,1.95473908034722,-0.785944428648991,0.431900044394695,NA
"ENSMUSG00000104154",6.04208104990997,0.0817604982846739,0.875500266863186,0.0933871768852933,0.925595977360629,0.992970109076207
"ENSMUSG00000103435",1.07526880753645,-2.60625372991544,2.18726437428252,-1.19155862480975,0.233434356609793,NA
"ENSMUSG00000053286",834.052446470666,0.0243607244306483,0.121536596148064,0.20043941662617,0.84113693491091,0.98623353519283
"ENSMUSG00000103928",26.6750206890323,-0.253017821139854,0.545122166855317,-0.464148839515104,0.642541112447291,0.969309421508946
"ENSMUSG00000026484",711.024662380592,-0.100477050531241,0.146125050980511,-0.687610028924075,0.491698390983731,0.949013495001804
"ENSMUSG00000103238",2.72038765551983,1.26047241380129,1.35906394545762,0.927456296676951,0.35368967272367,NA
"ENSMUSG00000025912",73.6650604467652,0.442732237799461,0.226432972084099,1.95524633062285,0.0505540025008268,0.824558710223557
"ENSMUSG00000045210",1397.84011014199,0.0629899083845724,0.136956481250995,0.45992645115592,0.645569013325813,0.969388989844091
"ENSMUSG00000041763",1227.0769960228,0.0178595305793459,0.128597805497157,0.138878968504176,0.88954579059945,0.989684293197747
"ENSMUSG00000097893",4.17560817255537,0.632656807404768,0.846463974466592,0.747411380151699,0.454815278088557,NA
"ENSMUSG00000026504",1172.8256209913,-0.000872258426851538,0.105687752823511,-0.00825316466240067,0.993415002094081,0.998415501495285
"ENSMUSG00000103367",16.972423095838,-0.550129104346288,0.453807130414261,-1.21225310815213,0.225415507703018,0.900666376664289
"ENSMUSG00000047343",4.60695906694574,-0.462529410882612,1.00725413315674,-0.459198325087077,0.646091753237894,NA
"ENSMUSG00000102211",17.2808811130019,0.248577456003117,0.577550295432752,0.430399669031181,0.666904936054749,0.970751549208547
"ENSMUSG00000087082",15.1760818943541,-0.0588225949883417,0.454805923275363,-0.129335595642028,0.897092106709152,0.990417760726657
"ENSMUSG00000091844",1.0162168069255,0.027024527631699,2.29585533953144,0.0117710062852716,0.990608312700395,NA
"ENSMUSG00000026483",48.444020415337,-0.0107286904551115,0.337968674222289,-0.0317446298234584,0.97467570335334,0.997349455178995
"ENSMUSG00000100594",52.0504723332348,0.463062015838828,0.256365946024643,1.80625400143558,0.0708786732972976,0.858611557010859
"ENSMUSG00000100827",1.31076867391398,2.76389107525495,2.20602645928194,1.25288210557302,0.210248615093848,NA
"ENSMUSG00000100553",32.450223621679,0.116317622561971,0.377897633618571,0.307801934212099,0.758233049711653,0.982455392235169
"ENSMUSG00000019699",2314.8042843623,-0.0793233224816155,0.10852303197261,-0.730935369568698,0.464818630684117,0.946706731108807
"ENSMUSG00000104391",7.75283376899359,1.19618314964103,0.718006073559091,1.6659791521145,0.0957175668933116,0.859168793833042
"ENSMUSG00000102133",3.78635989910251,-0.512088998803022,1.11134083734228,-0.460784829996581,0.644952986502745,NA
"ENSMUSG00000102749",3.0735969897425,-0.734027198735014,1.20336780199872,-0.609977429607009,0.541876758959928,NA
"ENSMUSG00000103163",1.75087387599288,0.39320795715436,1.66868623842415,0.235639240080083,0.81371262153934,NA
"ENSMUSG00000103646",9.59590553339177,0.515472579182007,0.597019883387459,0.863409399796273,0.38791241311236,0.932469463587982
"ENSMUSG00000102427",4.37229630839093,-0.570387589958476,0.910308757846544,-0.626586952000553,0.530930023481213,NA
"ENSMUSG00000103633",1.42377119627914,-3.68541197250127,1.98275358243973,-1.85873423966607,0.0630648176534231,NA
"ENSMUSG00000097892",12.3655217216099,-0.352465261699402,0.577653409957825,-0.610167369608596,0.541750942683256,0.957213782529812
"ENSMUSG00000063659",8329.84365520237,-0.063035391192751,0.0996353447397273,-0.63266094333708,0.526955080108724,0.95588861995964
"ENSMUSG00000102432",8.59739036651972,-0.531231882207518,0.745856912575751,-0.712243693462539,0.476313884523741,0.947167056952747
"ENSMUSG00000026049",88.4323308111889,0.121030780745129,0.218618174892839,0.553617194931096,0.579840855706302,0.962806061337784
"ENSMUSG00000101746",6.67697830048894,0.610921539736449,0.700751162777759,0.871809526957862,0.383312296406775,0.932469463587982
"ENSMUSG00000043019",814.995409284494,0.157102123256252,0.178005380343122,0.882569520951685,0.377468902354926,0.931856682749068
"ENSMUSG00000015962",1.62980088739294,0.301298169601171,1.68661200632946,0.178641067696939,0.858219545784791,NA
"ENSMUSG00000032666",2507.94745295741,-0.0437495042759312,0.0913076281915253,-0.479144022711476,0.631836173553564,0.96871228439239
"ENSMUSG00000015961",2530.26230435652,-0.0277552318436531,0.0956121870258229,-0.290289686984746,0.77159462792891,0.983433888099927
"ENSMUSG00000089657",1.40421420986396,-0.0806198950770022,1.89932530362005,-0.0424465966537398,0.966142683041061,NA
"ENSMUSG00000014980",714.463743151716,0.00728613184532038,0.126651732799333,0.0575288761099269,0.954123904383245,0.996242058179175
"ENSMUSG00000026235",3932.54021820937,0.0347446249458072,0.105532973261862,0.32923003940763,0.741981819244639,0.98005713874171
"ENSMUSG00000032649",215.23415448518,0.0896232336218517,0.138342815119627,0.647834392731948,0.517092068109012,0.952979581088612
"ENSMUSG00000101849",11.8879093561496,0.253770378643326,0.615833643377564,0.41207618546384,0.68028358316431,0.972499280456213
"ENSMUSG00000026047",108.335156558807,0.0646330104217965,0.240179773254345,0.26910263735386,0.787850700958637,0.984437819228012
"ENSMUSG00000091476",70.8896270511035,-0.212386357956447,0.267076734156855,-0.795225981128376,0.426482061187878,0.94126349262567
"ENSMUSG00000104097",46.0401645806528,-0.19173141327421,0.311745733006097,-0.615024980215077,0.538538223524124,0.956947766639988
"ENSMUSG00000102493",11.6110501672568,-0.0224118737451175,0.572143805440763,-0.0391717493609008,0.968753457087279,0.996870589379455
"ENSMUSG00000118426",7.34504637460086,0.155927509175194,0.81370532609967,0.191626506763328,0.848034777889006,0.98623353519283
